listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
1001735,2 BDRM Condo in Cebu - opp Ayala.,Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1001735/original/2b43bbc4-335b-47b3-954d-2fdfe3cc13fb.jpeg,32,5509436,Brian,,,FALSE,10.3179,123.9035,4,2,3,2,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Essentials,Hangers,Gym,Elevator,Laundromat nearby,Heating",,FALSE,6,Flexible,PHP,0,0,16,4.5,4.7,4.8,4.3,4.7,4.7,4.6,10322,586898,71.9,4062.2,0.381,0.446,28.3,1607.9,33.1,1881.1,139,53,226,365,0,0,67.5,3763.8,0,0,0,0,0,0,0,30,90,90
1596348,"Romantic Penthouse with a view, King Bed & parking",Entire loft,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTU5NjM0OA%3D%3D/original/ad617142-a7e0-4b7c-a010-8af493e99e42.jpeg,67,7069051,Amy,544813462,Pearlie,FALSE,10.3103,123.8937,4,2,3,2,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water kettle,Portable fans,Gym,Conditioner,Elevator,Laundromat nearby,Outdoor furniture,Cleaning products,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Rice maker,Blender,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Exercise equipment,Shower gel,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Toaster",FALSE,FALSE,2,Flexible,PHP,42,0,122,4.5,4.5,4.6,4.5,4.6,4.7,4.4,35166,1984795,135.4,7653,0.718,0.738,96.3,5437.8,99.1,5591,262,10,103,365,8110,452290,128.9,7190,0.711,0.8,90.1,5025.4,101.4,5653.6,64,10,26,90
2165373,BEAUTIFUL MODERN GUEST HOUSE,Entire home,entire_home,https://a0.muscache.com/im/pictures/d0a3fb97-d37d-4d6c-803e-e274c98151ff.jpg,39,11048634,"Nelson,T",,,FALSE,10.3615,123.9123,2,1,1,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water,Coffee maker,Refrigerator,Cooking basics,Stove,Washer,Single level home,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",,FALSE,1,Moderate,PHP,5,0,124,4.9,4.9,4.9,4.9,4.9,4.7,4.8,750,42885,38.5,2179,0.049,0.106,2.1,117.5,4.4,252.3,18,195,347,365,0,0,32.1,1788.9,0,0,0,0,0,0,0,90,90,90
2765144,3BR/3T&B Luxury 84sqm. Condo,Entire loft,entire_home,https://a0.muscache.com/im/pictures/36000949/851c6923_original.jpg,31,14144348,Kevin Allen,,,FALSE,10.309,123.8954,5,3,3,1,FALSE,"TV,Washer,Cable TV,Dryer,Smoke alarm,Wifi,Air conditioning,Pool,Kitchen,Essentials,Shampoo,Hangers,Hair dryer,Iron,Gym,Elevator,Heating",,FALSE,3,Firm,PHP,25,25,96,4.46,4.5,4.6,4.5,4.6,4.5,4.1,2506,143152,98.3,5554.2,0.063,0,6.9,392.2,0,0,23,0,342,365,541,30171,92,5129.1,0.067,0,6,335.2,0,0,6,0,84,90
2797660,Budget Stay in Cebu City | Old but Clean & Central,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-2797660/original/0b10e551-1ce1-47fd-8e1d-6ef9c8527b5f.jpeg,35,14310547,Chun CHIA,"116,625,821,504,669,000,000,000,000","郁璇,Pei,Jessah Jay Manapsal",FALSE,10.3379,123.9083,,,2,0,FALSE,"Stove,Smoke alarm,Shower gel,Wifi,Air conditioning,Pool,Essentials,Shampoo,Room-darkening shades,Hangers,Hair dryer,Hot water,Iron,Dedicated workspace,Outdoor shower,Elevator,Bed linens,Laundromat nearby,Private entrance,Refrigerator,Dishes and silverware,Clothing storage",,FALSE,1,Firm,PHP,5,0,72,4.69,4.8,4.8,4.7,4.9,4.8,4.8,4903,277152,19.4,1096.5,0.682,0,13.4,759.3,0,0,249,0,116,365,1217,67868,19.8,1106.7,0.678,0,13.5,754.1,0,0,61,0,29,90
3839466,The Crossroad Apt,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/50859116/c1ad9b6d_original.jpg,12,19653124,John,,,FALSE,10.3276,123.9086,2,1,2,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Hot water,Gym,Elevator,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Washer,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Iron",,FALSE,30,Firm,PHP,,,31,4.81,4.9,5,4.8,5,4.8,4.8,1057,59291,19.2,1085.6,0.17,0.271,2.9,162.4,4.6,258.9,62,136,303,365,288,16062,13.4,744.9,0.244,0.272,3.2,178.5,3.6,198.3,22,9,68,90
4026631,1 Bedroom with Shower For Rent,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/50623529/ef504776_original.jpg,7,3564250,Stephanie,,,FALSE,10.3217,123.9117,2,1,1,1,FALSE,"TV,Washer,Cable TV,Smoke alarm,Wifi,Air conditioning,Fire extinguisher,Luggage dropoff allowed,Kitchen,Free parking on premises,Hangers,Hot water,Gym,Elevator,Free street parking,Hot tub,Paid parking on premises",,FALSE,180,Firm,PHP,0,0,1,,,,,,,,248,13834,21.9,1238.6,0.033,0,0.7,37.9,0,0,12,0,353,365,113,6304,19.8,1103,0.067,0,1.3,70,0,0,6,0,84,90
4516686,No Pest Big 1 BR at Cebu Cntr w/ own Parking,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-4516686/original/8e2275de-3167-431c-8d1b-84c23cce2476.png,63,23417601,Jerry,,,TRUE,10.3124,123.9114,3,1,2,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Gym,Elevator,Laundromat nearby,Cleaning products,Drying rack for clothing,Paid parking on premises,Clothing storage,Wine glasses,Washer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Theme room,Rice maker,Outlet covers,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Shower gel,Long term stays allowed,Safe,Cleaning before checkout,Dining table,Outdoor playground,Toaster",,FALSE,1,Limited,PHP,28,0,60,4.85,4.8,5,4.8,4.8,4.8,4.8,5007,282151,48.5,2735.1,0.263,0,13.7,773,0,0,96,0,269,365,2204,122919,52.9,2950.9,0.367,0,24.5,1365.8,0,0,33,0,57,90
4560747,Super Cebu Loft Condo Fountain,Entire loft,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-4560747/original/5eb62e5e-f987-4ce0-a98a-070d8026c6cf.jpeg,31,23644355,Jessamine,,,FALSE,10.3068,123.8952,8,1,4,2.5,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Room-darkening shades,Hot water kettle,Pets allowed,Hot water,Elevator,Bed linens,Hot tub,Microwave,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Fire extinguisher,Essentials,Long term stays allowed,Safe,Shampoo,Hangers,Dining table,Hair dryer,Dedicated workspace,Toaster,Rice maker,Bathtub",,FALSE,1,Strict,PHP,28,0,68,4.81,4.7,5,4.6,4.9,4.9,4.7,2389,135633,109.9,6188.4,0.063,0.095,6.5,371.6,9.8,558.2,23,122,342,365,0,0,126.6,7058,0,0,0,0,0,0,0,31,90,90
4863139,The Purple Room,Entire loft,entire_home,https://a0.muscache.com/im/pictures/65277305/febbf388_original.jpg,37,19653124,John,,,FALSE,10.3087,123.8947,2,1,1,2,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Hot water,Elevator,Microwave,Refrigerator,Paid parking on premises,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Iron,Private entrance",,FALSE,30,Firm,PHP,,,48,4.79,4.9,4.9,4.9,4.9,4.8,4.8,2733,156429,47.7,2697.4,0.189,0.235,7.5,428.6,9.3,533.9,69,72,296,365,399,22251,31.6,1761.6,0.189,0.895,4.4,247.2,21,1171.1,17,71,73,90
5035006,Cebu City downtown - spacious loft condo,Entire loft,entire_home,https://a0.muscache.com/im/pictures/211e0eb8-915a-4370-9a51-2ff00fb82289.jpg,23,25940434,Marie Paz & Ian,,,TRUE,10.3088,123.8947,6,1,1,1.5,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Hot water kettle,Books and reading material,Portable fans,Elevator,Laundromat nearby,Drying rack for clothing,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Rice maker,Bathtub,Blender,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Dining table,Toaster",,FALSE,3,Limited,PHP,17,0,138,4.72,4.8,4.9,4.7,4.9,4.8,4.7,9316,526694,62,3502.6,0.403,0.521,25.5,1443,33,1867.7,147,83,218,365,2485,138588,56,3124.4,0.5,0,27.6,1539.9,0,0,45,0,45,90
5060091,Baseline Fully-Furnished Studio,Entire condo,entire_home,https://a0.muscache.com/im/pictures/eb835002-eddf-42fe-a2bb-e3c259b6841b.jpg,26,21902688,Ninez/Noel,20504103,Emmanuel Jesus,FALSE,10.3131,123.8946,2,1,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Hot water,Gym,Conditioner,Elevator,Bed linens,Free street parking,Laundromat nearby,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Smoke alarm,Exercise equipment,Patio or balcony,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Cleaning before checkout,Hangers",FALSE,FALSE,2,Moderate,PHP,17,0,10,4.6,4.8,5,4.8,4.7,5,4.7,519,29602,39.3,2219.9,0.036,0,1.4,81.1,0,0,13,0,352,365,105,5856,35.1,1957.6,0.033,0,1.2,65.1,0,0,3,0,87,90
5119775,Luxury Villa Busay,Entire villa,entire_home,https://a0.muscache.com/im/pictures/6b664c62-abe5-4cfb-ac2a-87222237ade3.jpg,112,26459503,Anthony,396430783,Christina,TRUE,10.3652,123.8851,8,4,4,5.5,FALSE,"TV,Wifi,Air conditioning,Pool,Board games,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Ceiling fan,Conditioner,Mini fridge,Outdoor furniture,Cleaning products,Drying rack for clothing,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Outdoor kitchen,Private entrance,Sound system,Rice maker,Baby bath,Changing table,High chair,Children’s books and toys,Blender,Babysitter recommendations,Crib,Pack ’n play/Travel crib,Room-darkening shades,Children’s dinnerware,Hot water,Body soap,Outdoor shower,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Safe,Cleaning before checkout,Dining table,Baking sheet,Barbecue utensils,Sun loungers,Toaster",,FALSE,1,Strict,PHP,0,0,241,4.88,4.9,4.8,4.8,4.8,4.6,4.7,107341,6050210,641.1,36212.3,0.449,0.454,294.1,16575.9,297.3,16759.6,164,4,201,365,17110,954223,602.6,33608.2,0.311,0,190.1,10602.5,0,0,28,0,62,90
5700753,Grand Cenia: A Modern Cozy Home | 2Br near Ayala,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-5700753/original/54b03a1b-550f-49bf-ae07-3a7bbcc0722e.jpeg,20,27925667,Nicole,92975629,Mia Grace,TRUE,10.3202,123.9035,6,2,3,2,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Hot water,Gym,Elevator,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Smoke alarm,Luggage dropoff allowed,Essentials,Long term stays allowed",,FALSE,2,Flexible,PHP,0,0,131,4.83,4.9,4.9,4.8,4.8,4.9,4.9,22441,1266366,72.5,4090.4,0.849,0,61.5,3469.5,0,0,310,0,55,365,5479,305561,71,3961.5,0.856,0,60.9,3395.1,0,0,77,0,13,90
6707919,Cozy Place at the Heart of Cebu,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/87484059/a602b5d5_original.jpg,32,18784050,Christine,,,FALSE,10.33,123.9072,2,1,1,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Hot water,Elevator,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove,First aid kit,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron",,FALSE,5,Firm,PHP,7,8,144,4.87,4.9,4.8,4.9,4.9,4.9,4.8,666,38572,35.3,1995.2,0.052,0,1.8,105.7,0,0,19,0,346,365,0,0,34,1896.6,0,0,0,0,0,0,0,0,90,90
6708878,Cebu IT Park studio - Fuchsia,Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-6708878/original/a15d5441-2651-4a4a-957e-8891bef8d4cf.jpeg,25,25940434,Marie Paz & Ian,,,TRUE,10.3322,123.906,2,,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Hot water kettle,Paid parking off premises,Portable fans,Conditioner,Elevator,Laundromat nearby,Cleaning products,Coffee,Clothing storage,Wine glasses,Smoke alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,Rice maker,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Backyard,Luggage dropoff allowed,Long term stays allowed,Safe,Dining table,Outdoor playground,Baking sheet,Sun loungers,Toaster",,FALSE,3,Firm,PHP,8,0,106,4.69,4.8,4.9,4.7,4.9,4.9,4.7,2576,146413,28.6,1617.7,0.247,0.265,7.1,401.1,7.6,431.9,90,26,275,365,744,41490,26.4,1471.1,0.322,0.354,8.3,461,9.1,506,29,8,61,90
6813172,Fully furnished Condo - w/ Free Wifi and Cable TV,Entire condominium (condo),entire_home,https://a0.muscache.com/im/pictures/2d055071-3575-4af8-9abb-2f2adc33367e.jpg,43,35669071,Nancy,,,FALSE,10.3305,123.901,3,,2,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Smoking allowed,Pets allowed,Hot water,Elevator,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Paid parking on premises,Stove,Smoke alarm,Patio or balcony,Essentials,Long term stays allowed,Hangers,Hair dryer,Iron",,FALSE,14,Firm,PHP,6,0,33,4.42,4.3,4.7,4.3,4.6,4.8,4.5,335,19372,12.4,707,0.074,0,0.9,53.1,0,0,27,0,338,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
7150634,"Cebu City, Pardo, Alta Vista",Entire villa,entire_home,https://a0.muscache.com/im/pictures/3d82517e-94c9-4192-9915-a89081780913.jpg,42,37448568,Melody & Beat,,,FALSE,10.2933,123.8423,9,4,5,4,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Fire pit,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Smoke alarm,BBQ grill,Patio or balcony,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Outdoor dining area",FALSE,,2,Firm,PHP,0,0,31,4.94,5,4.9,4.9,5,4.6,4.8,26624,1512900,537.2,30326.5,0.134,0,72.9,4144.9,0,0,49,0,316,365,0,0,532.9,29718.6,0,0,0,0,0,0,0,0,90,90
7164332,CEBU Ayala 45sqm Studio Unit with 30mbps WI-FI,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/90890788/38baa604_original.jpg,14,33469049,Tonyboy,,,TRUE,10.319,123.9062,2,,1,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Room-darkening shades,Smoking allowed,Hot water,Body soap,Conditioner,Elevator,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Paid parking on premises,Clothing storage,Stove,Single level home,Smoke alarm,Patio or balcony,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Safe,Shampoo,Hangers,Hair dryer,Iron",FALSE,FALSE,2,Moderate,PHP,17,0,84,4.86,4.9,4.9,4.7,5,5,4.8,5035,286918,35,1975.5,0.416,0.608,13.8,786.1,20.1,1147.7,152,115,213,365,763,42550,38.5,2148.3,0.222,0.241,8.5,472.8,9.2,512.7,20,7,70,90
7417032,Homey studio near Ayala Mall Cebu BusinessPark,Entire condo,entire_home,https://a0.muscache.com/im/pictures/f946a42a-9c29-458e-b130-f71c7e4f1dd8.jpg,44,38854989,Lonlon,,,TRUE,10.3153,123.9086,2,1,1,1,FALSE,"TV,Cable TV,Ping pong table,Wifi,Air conditioning,Pool,Kitchen,Hot water kettle,Paid parking off premises,Gym,Conditioner,Elevator,Laundromat nearby,Cleaning products,Indoor fireplace,Drying rack for clothing,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Smoke alarm,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Rice maker,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove,Dining table,Sun loungers,Toaster",,FALSE,2,Flexible,PHP,8,0,189,4.82,4.8,4.9,4.8,4.9,4.9,4.8,10551,597107,40.4,2280.4,0.715,0,28.9,1635.9,0,0,261,0,104,365,2712,151252,41.1,2294.7,0.733,0,30.1,1680.6,0,0,66,0,24,90
8321754,Modern & Stylish 1 BR 15 mins to fuente circle,Entire condo,entire_home,https://a0.muscache.com/im/pictures/2f09abb7-794d-44ce-95ba-4b1b425bfcd6.jpg,34,23417601,Jerry,,,TRUE,10.3141,123.8846,3,1,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Pets allowed,Gym,Elevator,Laundromat nearby,Cleaning products,Drying rack for clothing,Clothing storage,Wine glasses,Washer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Rice maker,Window guards,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Single level home,Exercise equipment,Shower gel,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table",,FALSE,1,Firm,PHP,25,0,179,4.87,4.9,4.9,4.9,4.9,4.9,4.8,10402,585543,46,2593.3,0.616,0,28.5,1604.2,0,0,225,0,140,365,2901,161796,44,2454.6,0.744,0,32.2,1797.7,0,0,67,0,23,90
8447982,The Padgett Place condo with a view and parking,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-8447982/original/418eb438-59fd-4546-bb82-ed547dc13de8.jpeg,18,36999557,Waylon,56165509,PiaPie,TRUE,10.322,123.9003,2,1,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Room-darkening shades,Hot water kettle,Books and reading material,Hot water,Gym,Body soap,Conditioner,Elevator,Bed linens,Free street parking,Ethernet connection,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Clothing storage,Stove,Smoke alarm,Patio or balcony,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Safe,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Freezer,Toaster,Rice maker",,FALSE,5,Flexible,PHP,20,0,114,4.87,4.9,4.9,4.9,5,4.7,4.8,8074,453032,54.6,3082,0.4,0.422,22.1,1241.2,23.3,1309.3,146,19,219,365,2437,135914,51.4,2864.8,0.522,0,27.1,1510.2,0,0,47,0,43,90
8769233,Cebu IT Park studio - Aqua,Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-8769233/original/df178ead-8b92-4853-b163-d3e7e7300acb.jpeg,24,25940434,Marie Paz & Ian,,,TRUE,10.3326,123.906,2,,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Hot water kettle,Paid parking off premises,Portable fans,Elevator,Laundromat nearby,Cleaning products,Coffee,Clothing storage,Wine glasses,Smoke alarm,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Rice maker,Window guards,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Backyard,Luggage dropoff allowed,Long term stays allowed,Safe,Dining table,Outdoor playground,Baking sheet,Sun loungers,Toaster",,FALSE,3,Firm,PHP,8,0,78,4.79,4.9,4.9,4.8,5,5,4.8,3497,197333,28,1580.1,0.348,0.467,9.6,540.6,12.9,725.5,127,93,238,365,1218,67917,25,1394.1,0.544,0,13.5,754.6,0,0,49,0,41,90
8872454,Studio Unit for Rent - near IT Park,Entire condo,entire_home,https://a0.muscache.com/im/ml/photo_enhancement/pictures/d4c135d6-4b51-4fdc-951a-9fa564d09586.jpg,20,46438259,Karen,,,TRUE,10.3304,123.9024,2,1,1,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Room-darkening shades,Hot water,Elevator,Bed linens,Extra pillows and blankets,Refrigerator,Dishes and silverware,Heating,Cooking basics,Paid parking on premises,Stove,Single level home,Smoke alarm,Fire extinguisher,Long term stays allowed,Hangers",,,3,Firm,PHP,5,,53,4.74,4.7,4.8,4.5,4.8,4.7,4.8,1902,109413,19,1073.1,0.271,0,5.2,299.8,0,0,99,0,266,365,0,0,17.9,998.3,0,0,0,0,0,0,0,0,90,90
9085570,ANRI Pension House - Double Deluxe,Private room,private_room,https://a0.muscache.com/im/pictures/fefb036c-eec1-4020-b579-f508a40f5e66.jpg,17,47080643,Ritchie,,,FALSE,10.3334,123.9077,2,1,1,1,FALSE,"TV,Cable TV,Smoke alarm,Wifi,Air conditioning,First aid kit,Fire extinguisher,Essentials,Free parking on premises,Lock on bedroom door,Hangers",,FALSE,1,Flexible,PHP,0,0,148,4.49,4.6,4.8,4.5,4.7,4.5,4.6,1773,99439,15.9,897.6,0.31,0,4.9,272.4,0,0,113,0,252,365,772,43075,14.9,832.6,0.578,0,8.6,478.6,0,0,52,0,38,90
9138696,"Studio Room, across Sugbo Mercado, Cebu IT Park",Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-9138696/original/b80c3660-0abc-4de5-92e8-96ed4d1f43e2.jpeg,35,47595195,Mae,,,FALSE,10.3325,123.9061,2,1,1,1,FALSE,"Wifi,Air conditioning,Pool,Kitchen,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Hot water,Gym,Mini fridge,Elevator,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Cleaning products,Refrigerator,Dishes and silverware,Cooking basics,Clothing storage,Stove,Smoke alarm,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Hangers,Dining table,Dedicated workspace,Freezer,Rice maker",,FALSE,12,Moderate,PHP,0,0,24,4.83,4.8,5,4.8,5,4.8,4.8,2269,130166,27.3,1539,0.23,0.253,6.2,356.6,6.8,392.1,84,33,281,365,455,25372,25.3,1408.3,0.2,0,5.1,281.9,0,0,18,0,72,90
9339924,"#1 Cozy Studio Condo Cebu, Nice View, Wired WiFi",Entire condo,entire_home,https://a0.muscache.com/im/pictures/3e3f1cd9-39a4-49a3-b9e4-8f4df26b556a.jpg,52,23295734,Albert,,,FALSE,10.3439,123.9127,2,,2,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Hot water kettle,Gym,Mini fridge,Elevator,Laundromat nearby,Outdoor furniture,Cleaning products,Paid parking on premises,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Rice maker,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Exercise equipment,Shower gel,Long term stays allowed,Dining table,Baking sheet,Sun loungers,Toaster",,FALSE,2,Firm,PHP,3,0,76,4.78,4.9,4.9,4.8,4.9,4.7,4.7,1426,81293,23.8,1346,0.153,0.306,3.9,222.7,7.8,444.2,56,182,309,365,0,0,21.8,1213.3,0,0,0,0,0,0,0,86,90,90
9421605,"Newly renovated, furnished  2BR  w/  Netflix ,WIFI",Entire condo,entire_home,https://a0.muscache.com/im/pictures/19755f57-ef80-4d12-8c2e-1d2c64be66c0.jpg,21,48845924,Alexis,,,FALSE,10.3289,123.9159,4,2,2,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water,Gym,Elevator,Free street parking,Refrigerator,Dishes and silverware,Heating,Cooking basics,Smoke alarm,Fire extinguisher,Luggage dropoff allowed,Bidet,Essentials,Long term stays allowed,Hangers,Iron",,FALSE,3,Flexible,PHP,10,0,17,4.24,4.4,4.8,4.2,4.7,4.4,4.1,1422,82291,37,2089.2,0.107,0.255,3.9,225.5,9.3,537.8,39,212,326,365,0,0,36.5,2036.7,0,0,0,0,0,0,0,90,90,90
